Scheme,Category,State,Year,Budget_Crore,Beneficiaries_Lakhs,Growth_Percent,Utilization_Percent,Impact_Score,Citizen_Satisfaction,Infrastructure_Score,Digital_Access_Percent,Budget_Per_Beneficiary,Efficiency_Score
Krishionnati Yojana,Agriculture,West Bengal,2024,111553.23,491.95,73.26,98.55,484.82,42.72,74.8,70.42,226.76,477.79
Krishionnati Yojana,Agriculture,West Bengal,2025,94178.58,453.84,24.36,59.53,270.17,80.71,93.93,78.7,207.51,160.83
Krishionnati Yojana,Agriculture,West Bengal,2026,73303.39,149.94,43.63,92.98,139.41,90.98,45.73,93.27,488.88,129.62
Krishionnati Yojana,Agriculture,Madhya Pradesh,2022,100515.66,384.28,26.3,86.77,333.44,80.52,83.05,59.09,261.57,289.33
Krishionnati Yojana,Agriculture,Madhya Pradesh,2023,61261.3,311.88,4.11,68.95,215.04,48.13,90.77,96.58,196.43,148.27
Krishionnati Yojana,Agriculture,Madhya Pradesh,2024,114577.75,43.64,20.84,56.21,24.53,95.65,55.01,96.89,2625.52,13.79
Krishionnati Yojana,Agriculture,Madhya Pradesh,2025,96812.19,355.18,51.77,83.21,295.55,52.46,35.41,28.86,272.57,245.93
Krishionnati Yojana,Agriculture,Madhya Pradesh,2026,115321.67,330.35,-0.08,72.0,237.85,80.56,66.06,91.56,349.09,171.25
Krishionnati Yojana,Agriculture,Odisha,2022,61488.25,114.75,9.39,52.32,60.04,79.98,99.54,63.78,535.85,31.41
Krishionnati Yojana,Agriculture,Odisha,2023,67558.94,68.25,25.44,76.87,52.46,87.62,46.46,84.71,989.87,40.33
Krishionnati Yojana,Agriculture,Odisha,2024,79212.19,167.69,7.57,96.33,161.54,89.83,38.66,41.81,472.37,155.61
Krishionnati Yojana,Agriculture,Odisha,2025,111721.0,387.79,84.28,53.35,206.89,71.96,73.01,48.05,288.1,110.38
Krishionnati Yojana,Agriculture,Odisha,2026,99914.58,379.49,34.52,76.21,289.21,66.34,33.66,25.24,263.29,220.41
Krishionnati Yojana,Agriculture,Assam,2022,68093.05,431.25,64.23,94.96,409.51,52.14,83.07,85.05,157.9,388.87
Krishionnati Yojana,Agriculture,Assam,2023,112675.4,304.44,31.07,88.98,270.89,91.86,63.89,98.66,370.11,241.04
Krishionnati Yojana,Agriculture,Assam,2024,66007.81,248.05,81.55,55.54,137.77,93.22,54.55,36.23,266.11,76.52
Krishionnati Yojana,Agriculture,Assam,2025,78082.04,75.34,4.22,53.08,39.99,84.86,87.04,79.51,1036.4,21.23
Krishionnati Yojana,Agriculture,Assam,2026,86766.84,143.15,28.5,86.03,123.15,87.3,95.09,64.35,606.13,105.95
Krishionnati Yojana,Agriculture,Telangana,2022,113649.58,100.28,31.56,86.07,86.31,82.46,66.62,44.68,1133.32,74.29
Krishionnati Yojana,Agriculture,Telangana,2023,105707.21,458.35,40.84,94.49,433.09,73.53,53.52,50.18,230.63,409.23
Krishionnati Yojana,Agriculture,Telangana,2024,74927.32,126.47,64.25,96.31,121.8,81.04,53.89,94.45,592.45,117.31
Krishionnati Yojana,Agriculture,Telangana,2025,119634.02,465.03,33.44,51.88,241.26,83.9,61.38,46.6,257.26,125.17
Krishionnati Yojana,Agriculture,Telangana,2026,57938.27,32.82,3.4,75.83,24.89,58.92,92.59,70.8,1765.33,18.87
Krishionnati Yojana,Agriculture,Andhra Pradesh,2022,66136.28,430.45,62.27,57.61,247.98,72.91,55.19,91.05,153.64,142.86
Krishionnati Yojana,Agriculture,Andhra Pradesh,2023,89828.51,104.04,50.29,92.35,96.08,68.61,93.66,62.94,863.4,88.73
Krishionnati Yojana,Agriculture,Andhra Pradesh,2024,75927.44,137.24,63.51,68.77,94.38,73.53,93.09,73.81,553.25,64.91
Krishionnati Yojana,Agriculture,Andhra Pradesh,2025,63761.59,119.38,36.75,89.92,107.35,87.37,46.15,50.36,534.11,96.53
Krishionnati Yojana,Agriculture,Andhra Pradesh,2026,115630.16,313.07,76.74,66.01,206.66,46.83,33.78,93.96,369.34,136.42
PM-AASHA,Agriculture,Karnataka,2022,57179.06,177.95,77.84,63.59,113.16,61.64,70.47,53.68,321.32,71.96
PM-AASHA,Agriculture,Karnataka,2023,71021.51,263.89,-3.4,71.17,187.81,42.89,76.81,40.25,269.13,133.66
PM-AASHA,Agriculture,Karnataka,2024,55415.31,177.85,6.87,56.98,101.34,75.79,51.65,98.52,311.58,57.74
PM-AASHA,Agriculture,Karnataka,2025,68348.87,268.84,68.48,77.79,209.13,88.87,66.13,48.57,254.24,162.68
PM-AASHA,Agriculture,Karnataka,2026,91264.63,378.22,59.7,62.08,234.8,83.0,97.34,74.08,241.3,145.76
PM-AASHA,Agriculture,Maharashtra,2022,56195.88,407.8,-1.05,82.16,335.05,43.91,38.76,37.87,137.8,275.28
PM-AASHA,Agriculture,Maharashtra,2023,70458.42,56.53,77.96,61.62,34.83,91.47,32.86,68.17,1246.39,21.46
PM-AASHA,Agriculture,Maharashtra,2024,73612.8,73.65,55.47,69.7,51.33,74.33,72.88,59.71,999.49,35.78
PM-AASHA,Agriculture,Maharashtra,2025,90218.38,448.18,37.79,68.49,306.96,86.07,46.87,75.65,201.3,210.24
PM-AASHA,Agriculture,Maharashtra,2026,81005.51,379.89,69.61,68.33,259.58,75.51,34.16,21.42,213.23,177.37
PM-AASHA,Agriculture,Tamil Nadu,2022,92154.95,456.05,45.66,95.99,437.76,67.96,32.44,58.17,202.07,420.21
PM-AASHA,Agriculture,Tamil Nadu,2023,77806.48,270.63,56.8,86.61,234.39,58.33,46.84,40.83,287.5,203.01
PM-AASHA,Agriculture,Tamil Nadu,2024,65997.37,71.84,31.87,51.04,36.67,50.11,90.77,20.74,918.67,18.72
PM-AASHA,Agriculture,Tamil Nadu,2025,85250.02,233.44,41.16,96.22,224.62,49.56,74.23,51.46,365.19,216.13
PM-AASHA,Agriculture,Tamil Nadu,2026,92367.5,189.38,50.36,92.97,176.07,70.95,55.38,46.79,487.74,163.69
PM-AASHA,Agriculture,Kerala,2022,83741.34,154.1,42.48,66.21,102.03,58.5,49.23,80.78,543.42,67.55
PM-AASHA,Agriculture,Kerala,2023,66712.63,106.43,45.71,79.73,84.86,41.71,98.84,94.61,626.82,67.66
PM-AASHA,Agriculture,Kerala,2024,89115.4,408.76,65.02,89.71,366.7,81.13,99.85,98.43,218.01,328.97
PM-AASHA,Agriculture,Kerala,2025,62499.33,389.02,4.28,80.85,314.52,90.26,83.44,42.37,160.66,254.29
PM-AASHA,Agriculture,Kerala,2026,65542.45,242.9,83.55,77.57,188.42,95.94,40.14,52.72,269.83,146.16
PM-AASHA,Agriculture,Uttar Pradesh,2022,50139.57,29.29,75.63,70.8,20.74,45.01,73.63,97.45,1711.83,14.68
PM-AASHA,Agriculture,Uttar Pradesh,2023,55574.58,75.88,13.32,62.66,47.55,44.82,55.03,21.4,732.4,29.79
PM-AASHA,Agriculture,Uttar Pradesh,2024,47421.3,314.35,39.08,55.54,174.59,65.89,45.06,45.95,150.86,96.97
PM-AASHA,Agriculture,Uttar Pradesh,2025,59521.05,44.37,79.05,79.77,35.39,65.18,98.1,38.32,1341.47,28.23
PM-AASHA,Agriculture,Uttar Pradesh,2026,81184.3,59.75,40.21,63.29,37.82,74.89,98.16,42.71,1358.73,23.94
PM-AASHA,Agriculture,Bihar,2022,63483.31,75.42,57.89,97.08,73.22,48.38,33.95,52.14,841.73,71.08
PM-AASHA,Agriculture,Bihar,2023,72233.59,325.52,62.15,62.35,202.96,67.33,35.15,35.22,221.9,126.55
PM-AASHA,Agriculture,Bihar,2024,76226.35,180.16,1.35,60.12,108.31,84.12,64.02,66.46,423.1,65.12
PM-AASHA,Agriculture,Bihar,2025,92298.65,252.1,14.84,92.08,232.13,84.84,55.43,58.25,366.12,213.75
PM-AASHA,Agriculture,Bihar,2026,84851.29,245.48,14.76,85.57,210.06,77.21,62.8,59.67,345.65,179.75
PM-AASHA,Agriculture,Rajasthan,2022,92715.38,234.78,49.67,64.38,151.15,86.72,69.72,46.68,394.9,97.31
PM-AASHA,Agriculture,Rajasthan,2023,50886.86,300.23,-1.67,51.19,153.69,80.05,51.62,36.19,169.49,78.67
PM-AASHA,Agriculture,Rajasthan,2024,90280.62,81.7,77.72,52.71,43.06,85.21,82.69,78.69,1105.03,22.7
PM-AASHA,Agriculture,Rajasthan,2025,79521.24,235.76,73.35,90.91,214.33,93.65,60.85,33.89,337.3,194.85
PM-AASHA,Agriculture,Rajasthan,2026,51142.95,450.84,-1.87,66.9,301.61,49.9,30.37,88.54,113.44,201.78
PM-AASHA,Agriculture,Gujarat,2022,53259.96,163.73,21.42,99.5,162.91,45.4,45.06,68.23,325.29,162.1
PM-AASHA,Agriculture,Gujarat,2023,85970.78,203.88,50.14,99.5,202.86,51.55,35.75,29.15,421.67,201.85
PM-AASHA,Agriculture,Gujarat,2024,59402.4,121.27,1.76,81.79,99.19,42.42,56.28,82.25,489.84,81.13
PM-AASHA,Agriculture,Gujarat,2025,89465.9,441.03,34.14,68.59,302.5,74.46,71.01,81.71,202.86,207.48
PM-AASHA,Agriculture,Gujarat,2026,56705.92,382.42,29.77,65.72,251.33,59.35,57.39,49.78,148.28,165.17
PM-AASHA,Agriculture,Punjab,2022,91969.63,143.43,18.27,89.41,128.24,69.56,41.34,29.36,641.22,114.66
PM-AASHA,Agriculture,Punjab,2023,67041.78,32.14,43.06,58.4,18.77,59.76,45.94,47.21,2085.93,10.96
PM-AASHA,Agriculture,Punjab,2024,72589.87,120.44,64.65,93.55,112.67,59.55,86.42,80.12,602.71,105.4
PM-AASHA,Agriculture,Punjab,2025,87218.53,140.66,70.56,56.04,78.83,73.25,45.85,67.65,620.07,44.18
PM-AASHA,Agriculture,Punjab,2026,49801.54,382.29,79.16,61.5,235.11,64.46,80.96,75.66,130.27,144.59
PM-AASHA,Agriculture,West Bengal,2022,47929.23,404.68,43.43,85.98,347.94,58.98,39.75,77.84,118.44,299.16
PM-AASHA,Agriculture,West Bengal,2023,75030.33,34.38,24.56,62.26,21.4,80.81,58.87,70.47,2182.38,13.32
PM-AASHA,Agriculture,West Bengal,2024,66391.42,253.51,46.99,63.87,161.92,75.62,40.08,40.34,261.89,103.42
PM-AASHA,Agriculture,West Bengal,2025,52910.94,246.63,82.83,76.53,188.75,82.62,51.96,71.64,214.54,144.45
PM-AASHA,Agriculture,West Bengal,2026,75977.5,121.67,75.89,73.72,89.7,84.31,30.96,71.66,624.46,66.13
PM-AASHA,Agriculture,Madhya Pradesh,2022,95810.96,486.04,56.25,60.88,295.9,73.73,61.75,22.33,197.13,180.14
PM-AASHA,Agriculture,Madhya Pradesh,2023,69817.08,332.33,6.82,84.73,281.58,96.76,68.29,45.95,210.08,238.58
PM-AASHA,Agriculture,Madhya Pradesh,2024,83515.71,130.54,84.69,84.01,109.67,48.29,96.97,41.65,639.77,92.13
PM-AASHA,Agriculture,Madhya Pradesh,2025,94923.71,459.15,69.47,66.05,303.27,95.35,34.26,57.83,206.74,200.31
PM-AASHA,Agriculture,Madhya Pradesh,2026,60190.11,16.78,0.69,54.32,9.11,50.18,76.5,78.91,3587.01,4.95
PM-AASHA,Agriculture,Odisha,2022,89746.93,206.16,49.9,96.53,199.01,61.0,52.53,63.09,435.33,192.1
PM-AASHA,Agriculture,Odisha,2023,87657.19,406.3,53.86,56.96,231.43,88.13,90.67,83.43,215.74,131.82
PM-AASHA,Agriculture,Odisha,2024,91216.75,415.82,6.76,91.87,382.01,60.58,71.56,83.84,219.37,350.95
PM-AASHA,Agriculture,Odisha,2025,96763.09,387.63,41.52,80.75,313.01,62.24,83.64,85.98,249.63,252.76
PM-AASHA,Agriculture,Odisha,2026,48991.61,287.81,25.25,99.53,286.46,85.91,60.05,97.56,170.22,285.11
PM-AASHA,Agriculture,Assam,2022,72213.84,14.74,56.24,69.49,10.24,77.42,45.77,80.47,4899.18,7.12
PM-AASHA,Agriculture,Assam,2023,69925.98,392.5,11.39,79.57,312.31,86.68,74.62,72.94,178.16,248.51
PM-AASHA,Agriculture,Assam,2024,87496.28,137.1,83.4,51.08,70.03,82.72,36.6,76.57,638.19,35.77
PM-AASHA,Agriculture,Assam,2025,57732.44,442.42,-2.52,81.62,361.1,85.18,66.75,54.49,130.49,294.73
PM-AASHA,Agriculture,Assam,2026,56775.94,32.42,7.11,61.07,19.8,81.89,41.06,61.16,1751.26,12.09
PM-AASHA,Agriculture,Telangana,2022,80402.01,73.71,15.34,79.22,58.39,53.63,73.46,84.94,1090.79,46.26
PM-AASHA,Agriculture,Telangana,2023,92042.18,471.03,53.44,52.53,247.43,52.53,63.56,98.72,195.41,129.97
PM-AASHA,Agriculture,Telangana,2024,84526.4,307.24,84.28,87.85,269.91,55.4,41.79,37.99,275.12,237.12
PM-AASHA,Agriculture,Telangana,2025,70133.78,245.6,43.93,54.86,134.74,67.96,55.92,66.29,285.56,73.92
PM-AASHA,Agriculture,Telangana,2026,52813.1,401.1,17.73,85.23,341.86,89.56,66.07,88.76,131.67,291.37
PM-AASHA,Agriculture,Andhra Pradesh,2022,47674.97,451.75,62.79,94.35,426.23,54.18,40.93,60.27,105.53,402.15
PM-AASHA,Agriculture,Andhra Pradesh,2023,87641.16,210.99,58.83,67.36,142.12,46.97,53.55,27.85,415.38,95.73
PM-AASHA,Agriculture,Andhra Pradesh,2024,92861.12,166.68,67.65,56.55,94.26,94.76,85.6,73.61,557.12,53.3
PM-AASHA,Agriculture,Andhra Pradesh,2025,86941.74,466.32,61.53,71.49,333.37,41.31,61.0,77.64,186.44,238.33
PM-AASHA,Agriculture,Andhra Pradesh,2026,75007.41,245.62,67.6,53.35,131.04,66.88,61.48,95.06,305.38,69.91
Agriculture Infrastructure Fund,Agriculture,Karnataka,2022,23090.01,38.24,80.01,63.27,24.19,53.92,41.94,77.2,603.82,15.31
Agriculture Infrastructure Fund,Agriculture,Karnataka,2023,19897.34,74.53,59.4,80.65,60.11,63.69,39.33,45.63,266.97,48.48
Agriculture Infrastructure Fund,Agriculture,Karnataka,2024,19321.41,211.92,64.98,79.35,168.16,82.31,31.28,27.65,91.17,133.43
Agriculture Infrastructure Fund,Agriculture,Karnataka,2025,13791.15,49.81,-0.29,81.31,40.5,49.63,36.61,37.38,276.88,32.93
Agriculture Infrastructure Fund,Agriculture,Karnataka,2026,17159.99,394.1,32.67,99.73,393.04,81.21,33.37,26.08,43.54,391.98
Agriculture Infrastructure Fund,Agriculture,Maharashtra,2022,23142.54,430.91,39.81,57.95,249.71,85.35,88.73,50.8,53.71,144.71
Agriculture Infrastructure Fund,Agriculture,Maharashtra,2023,17797.4,103.72,44.96,97.16,100.77,63.45,95.57,47.58,171.59,97.91
Agriculture Infrastructure Fund,Agriculture,Maharashtra,2024,20421.12,373.03,73.49,54.95,204.98,69.15,68.44,63.59,54.74,112.64
Agriculture Infrastructure Fund,Agriculture,Maharashtra,2025,14093.37,155.68,22.69,69.82,108.7,90.42,94.61,96.71,90.53,75.89
Agriculture Infrastructure Fund,Agriculture,Maharashtra,2026,13766.48,419.53,22.0,66.24,277.9,77.84,63.89,74.88,32.81,184.08
Agriculture Infrastructure Fund,Agriculture,Tamil Nadu,2022,11664.25,387.6,-0.54,82.47,319.65,81.12,66.7,49.4,30.09,263.62
Agriculture Infrastructure Fund,Agriculture,Tamil Nadu,2023,23212.97,77.65,1.84,66.67,51.77,60.1,49.95,57.61,298.94,34.52
Agriculture Infrastructure Fund,Agriculture,Tamil Nadu,2024,13906.59,469.48,21.55,50.4,236.62,66.61,63.42,36.97,29.62,119.26
Agriculture Infrastructure Fund,Agriculture,Tamil Nadu,2025,22794.16,206.66,50.95,90.55,187.13,83.95,88.51,48.19,110.3,169.45
Agriculture Infrastructure Fund,Agriculture,Tamil Nadu,2026,17591.18,468.0,55.91,70.58,330.31,64.35,72.49,41.87,37.59,233.13
Agriculture Infrastructure Fund,Agriculture,Kerala,2022,17302.45,456.49,8.65,71.15,324.79,69.76,77.27,23.16,37.9,231.09
Agriculture Infrastructure Fund,Agriculture,Kerala,2023,22776.24,435.58,39.02,96.52,420.42,58.46,62.16,86.04,52.29,405.79
Agriculture Infrastructure Fund,Agriculture,Kerala,2024,13238.61,124.61,52.33,51.24,63.85,43.6,99.17,36.02,106.24,32.72
Agriculture Infrastructure Fund,Agriculture,Kerala,2025,22287.75,206.63,27.29,93.08,192.33,55.53,82.44,62.61,107.86,179.02
Agriculture Infrastructure Fund,Agriculture,Kerala,2026,11264.94,125.02,8.44,81.1,101.39,47.26,61.36,84.01,90.11,82.23
Agriculture Infrastructure Fund,Agriculture,Uttar Pradesh,2022,11271.41,84.17,69.22,76.91,64.74,77.92,36.18,76.96,133.91,49.79
Agriculture Infrastructure Fund,Agriculture,Uttar Pradesh,2023,22588.26,281.37,48.58,68.62,193.08,46.84,88.95,82.46,80.28,132.49
Agriculture Infrastructure Fund,Agriculture,Uttar Pradesh,2024,16193.68,213.4,41.14,75.78,161.71,44.9,99.18,49.18,75.88,122.54
Agriculture Infrastructure Fund,Agriculture,Uttar Pradesh,2025,13584.57,252.62,40.93,68.59,173.27,56.18,58.64,27.44,53.77,118.85
Agriculture Infrastructure Fund,Agriculture,Uttar Pradesh,2026,20614.64,217.34,4.33,88.84,193.08,84.56,95.29,73.17,94.85,171.53
Agriculture Infrastructure Fund,Agriculture,Bihar,2022,11400.02,235.56,39.49,83.81,197.42,91.18,77.61,77.48,48.4,165.46
Agriculture Infrastructure Fund,Agriculture,Bihar,2023,21825.16,92.82,51.91,51.38,47.69,96.32,55.39,44.55,235.13,24.5
Agriculture Infrastructure Fund,Agriculture,Bihar,2024,13922.45,472.96,3.79,72.12,341.1,46.45,95.59,55.33,29.44,246.0
Agriculture Infrastructure Fund,Agriculture,Bihar,2025,19624.18,90.47,40.55,57.73,52.23,45.77,56.76,81.99,216.91,30.15
Agriculture Infrastructure Fund,Agriculture,Bihar,2026,17940.75,385.72,16.05,99.27,382.9,84.82,48.13,94.85,46.51,380.1
Agriculture Infrastructure Fund,Agriculture,Rajasthan,2022,12608.89,319.97,21.28,95.75,306.37,52.88,51.46,43.94,39.41,293.35
Agriculture Infrastructure Fund,Agriculture,Rajasthan,2023,22276.35,449.3,-4.54,94.77,425.8,93.62,65.96,74.27,49.58,403.53
Agriculture Infrastructure Fund,Agriculture,Rajasthan,2024,21815.02,120.38,13.87,70.77,85.19,66.99,51.73,64.59,181.22,60.29
Agriculture Infrastructure Fund,Agriculture,Rajasthan,2025,19439.96,20.24,25.02,95.86,19.4,87.82,78.95,21.58,960.47,18.6
Agriculture Infrastructure Fund,Agriculture,Rajasthan,2026,12629.79,148.07,59.26,92.33,136.71,79.07,99.73,69.55,85.3,126.22
Agriculture Infrastructure Fund,Agriculture,Gujarat,2022,21964.42,495.54,39.62,63.49,314.62,40.93,62.09,85.56,44.32,199.75
Agriculture Infrastructure Fund,Agriculture,Gujarat,2023,16564.78,330.37,31.49,69.01,227.99,64.84,91.53,76.64,50.14,157.34
Agriculture Infrastructure Fund,Agriculture,Gujarat,2024,21331.29,148.4,8.87,65.93,97.84,81.88,52.72,44.06,143.74,64.51
Agriculture Infrastructure Fund,Agriculture,Gujarat,2025,12972.19,403.09,24.75,56.87,229.24,44.17,58.9,38.3,32.18,130.37
Agriculture Infrastructure Fund,Agriculture,Gujarat,2026,18511.55,277.4,3.8,51.21,142.06,90.65,67.4,51.07,66.73,72.75
Agriculture Infrastructure Fund,Agriculture,Punjab,2022,16878.1,358.72,14.78,86.1,308.86,93.79,56.41,38.57,47.05,265.93
Agriculture Infrastructure Fund,Agriculture,Punjab,2023,14402.3,327.3,25.08,73.29,239.88,93.55,68.18,74.12,44.0,175.81
Agriculture Infrastructure Fund,Agriculture,Punjab,2024,13904.3,205.82,75.62,70.47,145.04,66.84,72.02,69.8,67.56,102.21
Agriculture Infrastructure Fund,Agriculture,Punjab,2025,16653.26,87.6,10.56,51.18,44.83,66.34,37.08,40.53,190.11,22.94
Agriculture Infrastructure Fund,Agriculture,Punjab,2026,14458.7,295.27,69.98,99.32,293.26,79.48,38.21,37.78,48.97,291.27
Agriculture Infrastructure Fund,Agriculture,West Bengal,2022,12452.36,383.8,26.38,62.39,239.45,55.11,85.05,59.54,32.44,149.39
Agriculture Infrastructure Fund,Agriculture,West Bengal,2023,21183.44,129.25,64.48,99.9,129.12,46.25,93.85,33.57,163.9,128.99
Agriculture Infrastructure Fund,Agriculture,West Bengal,2024,13359.27,444.23,72.35,93.12,413.67,77.77,58.53,84.78,30.07,385.21
Agriculture Infrastructure Fund,Agriculture,West Bengal,2025,18394.7,337.14,55.36,59.59,200.9,73.45,68.55,98.87,54.56,119.72
Agriculture Infrastructure Fund,Agriculture,West Bengal,2026,11942.06,270.4,63.52,58.54,158.29,97.52,93.92,31.95,44.16,92.66
Agriculture Infrastructure Fund,Agriculture,Madhya Pradesh,2022,18196.32,245.5,21.46,90.1,221.2,55.55,62.17,23.15,74.12,199.3
Agriculture Infrastructure Fund,Agriculture,Madhya Pradesh,2023,22974.96,27.81,43.93,59.88,16.65,97.07,92.29,76.79,826.14,9.97
Agriculture Infrastructure Fund,Agriculture,Madhya Pradesh,2024,15555.23,338.62,8.54,50.06,169.51,81.41,51.52,48.78,45.94,84.86
Agriculture Infrastructure Fund,Agriculture,Madhya Pradesh,2025,19955.59,79.31,-0.27,97.92,77.66,57.45,62.56,42.33,251.62,76.04
Agriculture Infrastructure Fund,Agriculture,Madhya Pradesh,2026,23281.3,58.29,66.8,64.06,37.34,79.12,39.67,25.12,399.4,23.92
Agriculture Infrastructure Fund,Agriculture,Odisha,2022,19191.59,177.87,11.65,97.72,173.81,62.59,52.14,36.99,107.9,169.85
Agriculture Infrastructure Fund,Agriculture,Odisha,2023,13650.09,108.24,28.27,57.28,62.0,92.63,65.23,30.89,126.11,35.51
Agriculture Infrastructure Fund,Agriculture,Odisha,2024,13341.52,53.71,75.33,99.36,53.37,68.11,41.66,76.59,248.4,53.03
Agriculture Infrastructure Fund,Agriculture,Odisha,2025,16627.06,293.36,64.71,87.56,256.87,43.4,71.77,55.67,56.68,224.92
Agriculture Infrastructure Fund,Agriculture,Odisha,2026,17927.71,105.1,21.6,62.87,66.08,82.34,93.03,85.4,170.58,41.54
Agriculture Infrastructure Fund,Agriculture,Assam,2022,17954.89,487.0,22.91,58.03,282.61,97.38,44.35,72.73,36.87,164.0
Agriculture Infrastructure Fund,Agriculture,Assam,2023,15485.02,475.66,23.99,63.78,303.38,78.86,42.05,44.39,32.55,193.5
Agriculture Infrastructure Fund,Agriculture,Assam,2024,12082.53,153.42,65.36,64.11,98.36,44.3,51.64,42.7,78.75,63.06
Agriculture Infrastructure Fund,Agriculture,Assam,2025,19022.33,342.58,56.45,79.47,272.25,84.88,66.36,83.21,55.53,216.36
Agriculture Infrastructure Fund,Agriculture,Assam,2026,13077.96,120.74,57.1,53.18,64.21,82.05,56.5,69.77,108.32,34.15
Agriculture Infrastructure Fund,Agriculture,Telangana,2022,13738.18,92.06,84.4,71.33,65.67,74.54,42.05,90.15,149.23,46.84
Agriculture Infrastructure Fund,Agriculture,Telangana,2023,22025.27,68.97,36.53,69.84,48.17,95.76,86.65,43.14,319.35,33.64
Agriculture Infrastructure Fund,Agriculture,Telangana,2024,18463.28,151.74,62.45,59.74,90.65,92.53,30.19,23.25,121.68,54.15
Agriculture Infrastructure Fund,Agriculture,Telangana,2025,20225.45,280.06,5.54,50.78,142.21,86.88,67.2,33.77,72.22,72.21
Agriculture Infrastructure Fund,Agriculture,Telangana,2026,13958.53,153.31,50.85,67.45,103.41,73.61,32.65,72.43,91.05,69.75
Agriculture Infrastructure Fund,Agriculture,Andhra Pradesh,2022,14468.12,470.28,68.35,71.21,334.89,69.34,80.11,42.7,30.76,238.48
Agriculture Infrastructure Fund,Agriculture,Andhra Pradesh,2023,20783.12,227.66,76.65,77.94,177.44,66.33,64.34,24.8,91.29,138.3
Agriculture Infrastructure Fund,Agriculture,Andhra Pradesh,2024,18409.39,103.21,39.22,51.75,53.41,58.28,62.19,84.07,178.37,27.64
Agriculture Infrastructure Fund,Agriculture,Andhra Pradesh,2025,14570.58,363.73,60.7,88.39,321.5,62.04,83.07,74.28,40.06,284.17
Agriculture Infrastructure Fund,Agriculture,Andhra Pradesh,2026,12310.67,104.56,40.75,66.98,70.03,62.56,99.67,67.68,117.74,46.91
Namo Drone Didi,Agriculture,Karnataka,2022,91896.38,140.94,69.17,86.24,121.55,92.83,81.97,34.34,652.02,104.82
Namo Drone Didi,Agriculture,Karnataka,2023,59634.55,409.23,27.64,94.45,386.52,70.61,62.13,97.76,145.72,365.07
Namo Drone Didi,Agriculture,Karnataka,2024,98829.74,378.73,-0.48,74.8,283.29,44.19,78.11,21.87,260.95,211.9
Namo Drone Didi,Agriculture,Karnataka,2025,63667.18,403.69,-1.68,98.34,396.99,51.78,89.08,25.96,157.71,390.4
Namo Drone Didi,Agriculture,Karnataka,2026,59760.16,338.93,53.64,60.25,204.21,59.55,67.08,29.08,176.32,123.04
Namo Drone Didi,Agriculture,Maharashtra,2022,90412.02,329.59,75.38,92.5,304.87,79.38,84.89,65.85,274.32,282.0
Namo Drone Didi,Agriculture,Maharashtra,2023,113742.73,381.32,52.7,88.53,337.58,65.39,42.76,33.4,298.29,298.86
Namo Drone Didi,Agriculture,Maharashtra,2024,61114.45,12.17,19.0,50.18,6.11,56.96,84.83,59.51,5021.73,3.07
Namo Drone Didi,Agriculture,Maharashtra,2025,60342.1,112.49,-3.5,67.19,75.58,43.77,87.8,80.04,536.42,50.78
Namo Drone Didi,Agriculture,Maharashtra,2026,57253.48,330.61,68.35,76.69,253.54,55.67,34.61,35.7,173.18,194.44
Namo Drone Didi,Agriculture,Tamil Nadu,2022,77058.59,275.07,60.77,79.42,218.46,77.43,68.61,37.5,280.14,173.5
Namo Drone Didi,Agriculture,Tamil Nadu,2023,116769.58,61.59,3.77,76.9,47.36,51.7,63.17,90.29,1895.92,36.42
Namo Drone Didi,Agriculture,Tamil Nadu,2024,103164.67,29.62,40.47,97.28,28.81,40.76,60.66,78.12,3482.94,28.03
Namo Drone Didi,Agriculture,Tamil Nadu,2025,117110.93,463.81,28.91,97.41,451.8,78.49,37.36,59.72,252.5,440.1
Namo Drone Didi,Agriculture,Tamil Nadu,2026,91809.95,95.39,29.16,67.7,64.58,41.05,81.69,40.98,962.47,43.72
Namo Drone Didi,Agriculture,Kerala,2022,93979.66,474.03,45.47,74.52,353.25,68.72,74.86,78.58,198.26,263.24
Namo Drone Didi,Agriculture,Kerala,2023,93812.74,15.78,24.58,67.93,10.72,64.76,90.7,91.48,5945.04,7.28
Namo Drone Didi,Agriculture,Kerala,2024,67804.62,164.36,81.68,72.21,118.68,49.94,46.65,32.53,412.54,85.7
Namo Drone Didi,Agriculture,Kerala,2025,94646.85,115.75,22.71,62.88,72.78,55.09,47.79,63.75,817.68,45.76
Namo Drone Didi,Agriculture,Kerala,2026,97255.32,288.84,65.85,57.91,167.27,84.23,65.43,90.1,336.71,96.87
Namo Drone Didi,Agriculture,Uttar Pradesh,2022,108771.17,333.83,64.34,57.28,191.22,66.86,59.77,44.24,325.83,109.53
Namo Drone Didi,Agriculture,Uttar Pradesh,2023,90858.76,370.58,29.38,74.55,276.27,81.85,69.45,81.98,245.18,205.96
Namo Drone Didi,Agriculture,Uttar Pradesh,2024,72625.23,154.05,11.8,57.23,88.16,43.39,53.89,29.39,471.44,50.45
Namo Drone Didi,Agriculture,Uttar Pradesh,2025,111558.24,138.15,37.47,94.24,130.19,83.19,99.4,49.13,807.52,122.69
